a2a|grpc|client|client|DeleteTaskPushNotificationConfig|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|DeleteTaskPushNotificationConfig|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|DeleteTaskPushNotificationConfig|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|DeleteTaskPushNotificationConfig|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|DeleteTaskPushNotificationConfig|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GET /.well-known/agent-card.json|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GET /.well-known/agent-card.json|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GET /.well-known/agent-card.json|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GET /.well-known/agent-card.json|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GET /.well-known/agent-card.json|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GET /.well-known/agent-card.json|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetExtendedAgentCard|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetExtendedAgentCard|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetExtendedAgentCard|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetExtendedAgentCard|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetExtendedAgentCard|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetExtendedAgentCard|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTaskPushNotificationConfig|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTaskPushNotificationConfig|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTaskPushNotificationConfig|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTaskPushNotificationConfig|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTaskPushNotificationConfig|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTaskPushNotificationConfig|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTask|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTask|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTask|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTask|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTask|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|GetTask|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTaskPushNotificationConfigs|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTaskPushNotificationConfigs|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTaskPushNotificationConfigs|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTaskPushNotificationConfigs|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTaskPushNotificationConfigs|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTaskPushNotificationConfigs|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTasks|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTasks|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTasks|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTasks|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTasks|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|ListTasks|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendMessage|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendMessage|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendMessage|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendMessage|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendMessage|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendMessage|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendStreamingMessage|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendStreamingMessage|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendStreamingMessage|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendStreamingMessage|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendStreamingMessage|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SendStreamingMessage|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SubscribeToTask|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SubscribeToTask|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SubscribeToTask|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SubscribeToTask|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SubscribeToTask|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|client|SubscribeToTask|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|server|PushNotificationDelivery|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|server|PushNotificationDelivery|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|server|PushNotificationDelivery|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|server|PushNotificationDelivery|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|server|PushNotificationDelivery|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|client|server|PushNotificationDelivery|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CancelTask|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CancelTask|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CancelTask|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CancelTask|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CancelTask|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CancelTask|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CreateTaskPushNotificationConfig|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CreateTaskPushNotificationConfig|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CreateTaskPushNotificationConfig|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CreateTaskPushNotificationConfig|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CreateTaskPushNotificationConfig|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|CreateTaskPushNotificationConfig|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|DeleteTaskPushNotificationConfig|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|DeleteTaskPushNotificationConfig|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|DeleteTaskPushNotificationConfig|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|DeleteTaskPushNotificationConfig|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|DeleteTaskPushNotificationConfig|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|DeleteTaskPushNotificationConfig|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GET /.well-known/agent-card.json|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GET /.well-known/agent-card.json|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GET /.well-known/agent-card.json|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GET /.well-known/agent-card.json|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GET /.well-known/agent-card.json|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GET /.well-known/agent-card.json|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetExtendedAgentCard|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetExtendedAgentCard|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetExtendedAgentCard|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetExtendedAgentCard|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetExtendedAgentCard|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetExtendedAgentCard|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTaskPushNotificationConfig|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTaskPushNotificationConfig|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTaskPushNotificationConfig|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTaskPushNotificationConfig|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTaskPushNotificationConfig|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTaskPushNotificationConfig|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTask|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTask|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTask|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTask|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTask|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|GetTask|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTaskPushNotificationConfigs|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTaskPushNotificationConfigs|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTaskPushNotificationConfigs|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTaskPushNotificationConfigs|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTaskPushNotificationConfigs|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTaskPushNotificationConfigs|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTasks|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTasks|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTasks|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTasks|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTasks|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|ListTasks|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendMessage|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendMessage|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendMessage|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendMessage|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendMessage|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendMessage|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendStreamingMessage|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendStreamingMessage|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendStreamingMessage|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendStreamingMessage|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendStreamingMessage|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SendStreamingMessage|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SubscribeToTask|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SubscribeToTask|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SubscribeToTask|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SubscribeToTask|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SubscribeToTask|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|client|SubscribeToTask|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|server|PushNotificationDelivery|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|server|PushNotificationDelivery|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|server|PushNotificationDelivery|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|server|PushNotificationDelivery|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|server|PushNotificationDelivery|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|grpc|server|server|PushNotificationDelivery|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CancelTask|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CancelTask|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CancelTask|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CancelTask|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CancelTask|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CancelTask|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CreateTaskPushNotificationConfig|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CreateTaskPushNotificationConfig|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CreateTaskPushNotificationConfig|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CreateTaskPushNotificationConfig|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CreateTaskPushNotificationConfig|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|CreateTaskPushNotificationConfig|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|DeleteTaskPushNotificationConfig|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|DeleteTaskPushNotificationConfig|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|DeleteTaskPushNotificationConfig|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|DeleteTaskPushNotificationConfig|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|DeleteTaskPushNotificationConfig|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|DeleteTaskPushNotificationConfig|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GET /.well-known/agent-card.json|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GET /.well-known/agent-card.json|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GET /.well-known/agent-card.json|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GET /.well-known/agent-card.json|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GET /.well-known/agent-card.json|unauthenticated	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GET /.well-known/agent-card.json|upstream_down	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GetExtendedAgentCard|malformed	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GetExtendedAgentCard|ok	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GetExtendedAgentCard|out_of_scope	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
a2a|http+json|client|client|GetExtendedAgentCard|over_budget	SKIP	UNSUPPORTED: a2a is proven by its conformance rig, not recorded here	named gap on the golden, never owed
